,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_series,GPU_model_no
1098,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,1.96kg,26640.0,0.0,,0.0,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,405
1099,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,122490.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,980M
1100,Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.5kg,60480.792,0.0,,0.0,1366.0,768.0,Intel,Core i3 6100U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1101,Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,62176.1616,0.0,,0.0,1366.0,768.0,Intel,Core i3 6100U,2.3GHz,128GB,SSD,128.0,Intel,Hd Graphics,520
1102,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Intel HD Graphics,Chrome OS,2.20kg,11135.52,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core 3205U,1.5GHz,16GB,SSD,16.0,Intel,Hd Graphics,
1103,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,Windows 7,3.0kg,154458.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,1024GB,HDD,1024.0,Amd,Firepro,W6150M
1104,Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,63882.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,512GB,SSD,512.0,Nvidia,Geforce GTX 1050 Ti,
1105,Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.5kg,75289.968,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1106,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9kg,80516.2032,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,960M
1107,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,46193.76,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1108,HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1kg,21205.44,0.0,Full HD,0.0,1920.0,1080.0,Amd,A6-Series 9220,2.5GHz,1024GB,HDD,1024.0,Amd,Radeon,R4
1109,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59kg,71341.92,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,960M
1110,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows 10,1.16kg,90522.72,0.0,Quad HD+,1.0,3200.0,1800.0,Intel,Core M 6Y54,1.1GHz,256GB,SSD,256.0,Intel,Hd Graphics,515
1111,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24kg,40980.312,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Amd,Radeon R5,M315
1112,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,22857.12,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2.0GHz,128GB,SSD,128.0,Intel,Hd Graphics,520
1113,HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,104908.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,512GB,SSD,512.0,Intel,Hd Graphics,520
1114,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,0.69kg,29250.72,1.0,,1.0,1920.0,1200.0,Intel,Atom x5-Z8550,1.44GHz,64GB,Flash Storage,64.0,Intel,Hd Graphics,400
1115,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7560U,2.4GHz,256GB,SSD,256.0,Intel,Iris Plus Graphics,640
1116,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,146519.4672,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HK,2.7GHz,256GB + 1024GB,Hybrid + SSD,1280.0,Nvidia,Geforce GTX,980M
1117,Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25kg,54825.12,0.0,/ 4K Ultra HD,1.0,3840.0,2160.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1118,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,118601.28,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
1119,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52kg,69929.4672,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,960M
1120,Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35kg,10442.88,0.0,Full HD,0.0,1920.0,1080.0,Intel,Atom X5-Z8350,1.44GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,400
1121,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.16kg,90043.2,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1122,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,80612.64,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1123,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09kg,27899.0064,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1124,Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2kg,23176.8,0.0,,0.0,1366.0,768.0,Intel,Core i3 7100U,2.4GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,620
1125,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,88924.32,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1126,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,25521.12,1.0,,1.0,1920.0,1200.0,Intel,Atom x5-Z8550,1.44GHz,64GB,Flash Storage,64.0,Intel,Hd Graphics,400
1127,HP,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,100965.6,0.0,,0.0,1366.0,768.0,Intel,Core i5 6300U,2.4GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1128,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4kg,52693.92,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7300HQ,2.5GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1060
1129,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35kg,60153.12,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6300HQ,2.3GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1060
1130,HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,33513.12,0.0,,0.0,1366.0,768.0,Intel,Core i7 7500U,2.7GHz,2048GB,HDD,2048.0,Intel,Hd Graphics,620
1131,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8kg,109244.2464,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6600U,2.6GHz,512GB,SSD,512.0,Nvidia,Quadro,M500M
1132,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,14811.84,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,500
1133,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,40066.56,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1134,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,32820.48,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,1024GB,HDD,1024.0,Nvidia,Geforce,940MX
1135,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5kg,58554.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,1024GB,Hybrid,1024.0,Amd,Radeon R7,M360
1136,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M3000M,Windows 7,3kg,210424.032,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB,SSD,256.0,Nvidia,Quadro,M3000M
1137,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5kg,41771.52,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,1024GB,HDD,1024.0,Amd,Radeon R7,M445
1138,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78kg,127818.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HQ,2.7GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,980M
1139,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88kg,115709.2416,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1140,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,2.8kg,130003.2,1.0,,1.0,2560.0,1440.0,Intel,Core i7 6600U,2.6GHz,512GB,SSD,512.0,Intel,Hd Graphics,520
1141,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,60888.384,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1050
1142,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,86793.12,0.0,Full HD,1.0,1920.0,1080.0,Intel,Core i5 6300U,2.4GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1143,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,118761.12,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB,SSD,256.0,Nvidia,Quadro,M1000M
1144,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,95850.72,0.0,,1.0,2560.0,1440.0,Intel,Core i7 6600U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1145,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0kg,101178.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB,SSD,256.0,Nvidia,Quadro,M1000M
1146,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,122381.496,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.50GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1147,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18kg,53807.472,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Nvidia,Geforce,940MX
1148,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88kg,84129.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1149,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.27kg,124621.92,1.0,,1.0,2560.0,1440.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1150,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.9kg,18061.92,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2.0GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,520
1151,HP,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,1.86kg,15824.16,0.0,,0.0,1366.0,768.0,Amd,E-Series 7110,1.8GHz,500GB,HDD,500.0,Amd,Radeon R2 Graphics,
1152,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,No OS,2.32kg,31914.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,1024GB,HDD,1024.0,Amd,Radeon R5,M330
1153,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62kg,63882.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050TI
1154,Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04kg,119916.2304,1.0,/ 4K Ultra HD,1.0,3840.0,2160.0,Intel,Core i5 6300HQ,2.3GHz,256GB,SSD,256.0,Nvidia,Geforce,960M
1155,HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,25515.2592,0.0,Full HD,0.0,1920.0,1080.0,Amd,A6-Series A6-9220,2.5GHz,256GB,SSD,256.0,Amd,Radeon,520
1156,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,79536.384,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX 1050 Ti,
1157,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.4kg,122490.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6600U,2.6GHz,512GB,SSD,512.0,Intel,Hd Graphics,520
1158,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5kg,42010.7472,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,1024GB,Hybrid,1024.0,Amd,Radeon R5,M330
1159,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,108744.48,0.0,,1.0,2560.0,1440.0,Intel,Core i7 6600U,2.6GHz,512GB,SSD,512.0,Intel,Hd Graphics,520
1160,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,79866.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6600U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1161,MSI,Gaming,14,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7kg,94252.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,970M
1162,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,47898.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050
1163,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2kg,24455.52,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2.0GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,520
1164,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,25414.0272,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1165,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,79813.44,0.0,4K Ultra HD,0.0,3840.0,2160.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX 1050 Ti,
1166,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,74059.2,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1167,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2kg,24935.04,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 6006U,2GHz,1024GB,HDD,1024.0,Nvidia,Geforce,920MX
1168,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,13266.72,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,400
1169,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,44701.92,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050
1170,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.96kg,36177.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1171,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,2.1kg,61751.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 8550U,1.8GHz,512GB,SSD,512.0,Intel,Uhd Graphics,620
1172,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,19660.32,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6GHz,500GB,HDD,500.0,Intel,Hd Graphics,
1173,Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,21205.44,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1174,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,37775.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,1024GB,HDD,1024.0,Nvidia,Geforce,940MX
1175,Asus,Notebook,14,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,40972.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 7100U,2.4GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1176,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1.0TB Hybrid,Intel HD Graphics 520,Windows 7,2.32kg,43956.0,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,1024GB,Hybrid,1024.0,Intel,Hd Graphics,520
1177,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960,Windows 10,3.31kg,69530.4,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,512GB,SSD,512.0,Nvidia,Geforce GTX,960
1178,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.91kg,114731.5536,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,970M
1179,HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.07kg,34632.0,0.0,,0.0,1366.0,768.0,Intel,Core i3 6100U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1180,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,87219.36,1.0,,1.0,2560.0,1440.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1181,Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows 10,1.54kg,44275.68,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Nvidia,Geforce,920M
